vendorName,streetAddress,ZIPCode,city,state,countryCode,congressionalDistrictCode,annualRevenue,numberOfEmployees,PIID,modNumber,transactionNumber,obligatedAmount,majorProgramCode,mainAccountCode,placeOfPerformanceZIPCode,placeOfPerformanceCongressionalDistrict,placeOfPerformanceCountryCode,placeOfPerformanceStateCode,signedDate,effectiveDate,currentCompletionDate,ultimateCompletionDate,fundedThroughDate,principalNAICSCode,countryOfOrigin,placeOfManufacture
Patriot Technologies Llc,4400 Leisure Time Dr,395253237,Diamondhead,MS,USA,4,527068,5,NNS13AA01T,6,0,-17664.62,,122,395296000,4,USA,MS,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-09-30 00:00:00,2013-09-30 00:00:00,,561110,USA,C
Ohio Aerospace Institute,22800 Cedar Point Rd,441421012,Brook Park,OH,USA,9,16790256,85,NNC09ZA04G,2,0,-12192.13,,126,441420001,9,USA,OH,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,,,,
"Health, Mississippi State Department Of",570 E Woodrow Wilson,392164538,Jackson,MS,USA,2,1050251776,2600,NNS12AA62P,1,0,-1534.4,,122,395296000,4,USA,MS,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-06-07 00:00:00,2013-06-07 00:00:00,,923120,USA,C
University Of South Florida,4202 E Fowler Ave Adm,336209951,Tampa,FL,USA,15,400000000,6500,NNX10AL41H,5,0,-759.3,FLEXIBLE FERROELECTRIC-BASED ANTENNA ARRAYS FOR CONFORMAL RADIOMETRIC IMAGING (STUDENT  DAVID CURE),128,336209951,15,USA,FL,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,,,,
University Of South Florida,4202 E Fowler Ave Adm,336209951,Tampa,FL,USA,15,400000000,6500,NNX09AE17G,7,0,-543.84,,120,336209951,15,USA,FL,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,,,
Urs Federal Technical Services Incorporated,"20501 Seneca Meadows Parkway, Suite 300",208767007,Germantown,MD,USA,6,10000000000,45000,NNK08OC01C,232,0,-295.47,KSC INSTITUTIONAL SERVICES CONTRACT,122,328990101,8,USA,FL,2013-10-25 00:00:00,2013-10-25 00:00:00,2015-09-30 00:00:00,2018-09-30 00:00:00,2014-02-06 00:00:00,561210,USA,C
Rector & Visitors Of The University Of Virginia,1001 N Emmet St,229034833,Charlottesville,VA,USA,5,140000000,12000,NNX09AM02G,6,0,-269,ENVIRONMENTAL IMPLICATIONS OF HIGHLY SINUOUS CHANNELS ON MARS,120,229034833,5,USA,VA,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,,,
"Museum Of Aviation, Robin's Air Force Base",Highway 247 Russell Pkwy,310981815,Warner Robins,GA,USA,8,5,5,NNX12AL03G,2,0,-16.39,,128,310981815,8,USA,GA,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-25 00:00:00,,,,
Rocket Air Supply,724 111th St,760117676,Arlington,TX,USA,6,10000000,26,NNG09CP26D,1016,0,151,,120,760117676,6,USA,TX,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-01-15 00:00:00,2014-01-15 00:00:00,,423710,USA,C
Linxx Global Solutions Incorporated,272 Bendix Rd Ste 220,234521367,Virginia Beach,VA,USA,2,17932458,275,NND14AC01T,0,0,1433.12,,122,935230273,23,USA,CA,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-10-26 00:00:00,2013-10-26 00:00:00,,561612,USA,C
Air Products And Chemicals Incorporated,7201 Hamilton Blvd,181951526,Allentown,PA,USA,,9100000256,18900,NNC14NV94D,0,0,3915.52,,126,181951501,15,USA,PA,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-02-25 00:00:00,2014-02-25 00:00:00,,325120,USA,D
"Delany, Siegel, Zorn & Associates Incorporated",1501 Lee Highway Ste 205,222092012,Arlington,VA,USA,8,2953612,12,NNH14JO01D,0,0,5462,,122,222092012,8,USA,VA,2013-10-25 00:00:00,2013-10-25 00:00:00,2013-12-27 00:00:00,2013-12-27 00:00:00,,561611,USA,C
Digital Management Incorporated,6550 Rock Spring Dr 7th Floor,208171124,Bethesda,MD,USA,8,11440000,350,NNH12CG52T,4,0,8371,,126,205460001,0,USA,DC,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,541512,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D040T,10,0,12493,,122,911098099,27,USA,CA,2013-10-25 00:00:00,2013-10-25 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,541712,USA,C
Air Products And Chemicals Incorporated,7201 Hamilton Blvd,181951526,Allentown,PA,USA,,9100000256,18900,NNC14NV92D,0,0,13445,,120,181951501,15,USA,PA,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-02-25 00:00:00,2014-02-25 00:00:00,,325120,USA,D
Safety & Quality Assurance Alliance,6659 Pearl Rd Ste 201,441303821,Cleveland,OH,USA,16,1,4,NNL13AA05T,2,0,17886,,122,236812199,2,USA,VA,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-05-24 00:00:00,2014-05-24 00:00:00,2014-02-28 00:00:00,541690,USA,C
Grimberg/amatea Jv,20538 Tanager Pl,201758821,Leesburg,VA,USA,10,0,0,NNG11AZ03C,12,0,27278,,130,207710003,5,USA,MD,2013-10-25 00:00:00,2013-10-25 00:00:00,2016-01-04 00:00:00,2016-01-04 00:00:00,,236220,USA,C
Pennsylvania State University,408 Old Main,168021505,University Park,PA,USA,5,3287159040,38819,NNX11AC50G,6,0,42989,APPROACHING THE COSMIC RAY KNEE WITH THE CREAM BALLOON-BORNE EXPERIMENT: PSU CO-I,120,168021505,5,USA,PA,2013-10-25 00:00:00,2013-10-25 00:00:00,2015-11-30 00:00:00,2015-11-30 00:00:00,2015-11-30 00:00:00,,,
Safety & Quality Assurance Alliance,6659 Pearl Rd Ste 201,441303821,Cleveland,OH,USA,16,1,4,NNL12AC95T,5,0,47815,,122,236812199,2,USA,VA,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-05-24 00:00:00,2014-05-24 00:00:00,2014-02-15 00:00:00,541690,USA,C
Digital Management Incorporated,6550 Rock Spring Dr 7th Floor,208171124,Bethesda,MD,USA,8,11440000,350,NNH12CG20T,5,0,67841.8,,122,205460005,0,USA,DC,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,541512,USA,C
Engility Corporation,3750 Centerview Dr,201513200,Chantilly,VA,USA,10,14000000000,65000,NNA12AC09C,2,0,99894.29,,126,18213476,6,USA,MA,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-03-31 00:00:00,2014-03-31 00:00:00,,541330,USA,D
The Regents Of The University Of California,336 Sproul Hall,947205940,Berkeley,CA,USA,,96,19000,NNG08EK33C,28,0,428156,,120,947045940,13,USA,CA,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-01-31 00:00:00,2014-01-31 00:00:00,2013-12-31 00:00:00,541712,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D040T,9,0,685865,,122,911098099,27,USA,CA,2013-10-25 00:00:00,2013-10-25 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,541712,USA,C
A-p-t Research Incorporated,4950 Research Dr,358055906,Huntsville,AL,USA,5,12,85,NNK12OE12C,23,0,779361.87,SAFETY AND MISSION ASSURANCE SUPPORT SERVICES II (S-MASS II),122,328990101,8,USA,FL,2013-10-25 00:00:00,2013-10-25 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-01-03 00:00:00,541330,USA,C
Ljt & Associates Incorporated,9881 Brokenland Pkwy Ste 400,210463025,Columbia,MD,USA,3,22630000,155,NNG10WA14C,65,0,-585138,,120,233370001,2,USA,VA,2013-10-28 00:00:00,2013-10-28 00:00:00,2015-08-26 00:00:00,2015-08-26 00:00:00,2013-12-31 00:00:00,517919,USA,C
Smithsonian Institution,2011 Crystal City Dr Ste 352 Mrc 1205,222020000,Arlington,VA,USA,,1110460032,5550,NNX09AC69G,7,0,-2935.61,,120,200137012,0,USA,DC,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,,,
University Of Oklahoma,1000 Asp Ave Rm 105,730194039,Norman,OK,USA,4,2000000,11,NNX07AL49A,7,0,-1813.22,,128,730194039,4,USA,OK,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,,,
Catholic University Of America (the),620 Michigan Ave Ne,200640002,Washington,DC,USA,0,194338000,1861,NNX10AQ85G,2,0,-885.17,ANALYSIS OF HF WAVES OBSERVED IN THE EARTH'S IONOSPHERE,120,200640002,0,USA,DC,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,,,
Technological Research And Development Authority,1050 W Nasa Blvd,329011822,Melbourne,FL,USA,8,5300000,12,NNX10AH21G,3,0,-385.89,FLORIDA SPACE ALLIANCE TECHNOLOGY OUTREACH PROGRAM (SATOP) COMMERCIALIZATION ASSISTANCE INITIATIVE,122,329011822,8,USA,FL,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,,,,
Nordson Efd Llc,40 Catamore Blvd,29141342,East Providence,RI,USA,1,993649984,4102,NNC13VH49P,1,0,-75,,131,29141342,1,USA,RI,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-09-20 00:00:00,2013-09-20 00:00:00,,334513,USA,D
Pennsylvania State University,408 Old Main,168021505,University Park,PA,USA,5,3929756928,41144,NNX12AR01A,1,0,-31.23,NASA COMPOSITE TUBES,126,168021505,5,USA,PA,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,,,,
University Of Washington,1100 Ne 45th St Ste 300,981056613,Seattle,WA,USA,7,1860556032,32000,NNX08AP56G,5,0,-1,,120,981050001,7,USA,WA,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-28 00:00:00,,,
Peninsula Mediation Center Incorporated,217 Mclaws Cir Ste 1,231855649,Williamsburg,VA,USA,1,203040,2,NNG14VA01D,1,0,678,,122,207710003,5,USA,MD,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-10-31 00:00:00,2013-10-31 00:00:00,,541611,USA,C
Aramark Uniform Services,1419 National Dr,958341946,Sacramento,CA,USA,3,20999999488,250,NNJ14PC11160914,0,0,1647.45,,122,770583607,36,USA,TX,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-11-18 00:00:00,2013-11-18 00:00:00,,518210,USA,C
,1269 Gordon Hwy,309013823,Augusta,GA,USA,12,3200000,23,NNM14AA11P,0,0,6777,,122,358120001,5,USA,AL,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-11-05 00:00:00,2013-11-05 00:00:00,,423710,USA,D
Dynamac Corporation,1901 Research Blvd Ste 220,208503250,Rockville,MD,USA,8,32800000,264,NNA09DC79C,61,0,6836.9,RESEARCH AND TECHNOLOGY DEVELOPMENT SERVICES,122,940350001,18,USA,CA,2013-10-28 00:00:00,2013-10-28 00:00:00,2014-08-31 00:00:00,2014-08-31 00:00:00,2014-07-10 00:00:00,541712,USA,C
Zin Technologies Incorporated,6745 Engle Rd Ste 105,441307994,Middleburg Heights,OH,USA,16,23300000,125,NNC09JG02D,39,0,15719,DELIVERY ORDER 102 ACCELERATION MEASUREMENT PAYLOADS,115,441307994,16,USA,OH,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-12-31 00:00:00,2013-12-31 00:00:00,2013-12-31 00:00:00,541712,,C
Digital Management Incorporated,6550 Rock Spring Dr 7th Floor,208171124,Bethesda,MD,USA,8,11440000,350,NNH12CG25T,8,0,21197.88,,122,205460001,0,USA,DC,2013-10-28 00:00:00,2013-10-28 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,541512,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13R263T,7,0,23659,,122,911098099,27,USA,CA,2013-10-28 00:00:00,2013-10-28 00:00:00,2016-06-24 00:00:00,2016-06-24 00:00:00,2016-06-24 00:00:00,541712,USA,C
Bastion Technologies Incorporated,17625 El Camino Real # 330,770583075,Houston,TX,USA,36,24000000,310,NAS903075,44,0,24392.1,,115,770583075,36,USA,TX,2013-10-28 00:00:00,2013-10-28 00:00:00,2006-09-30 00:00:00,2006-09-30 00:00:00,,541519,USA,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13R069T,7,0,56783,,122,911098099,27,USA,CA,2013-10-28 00:00:00,2013-10-28 00:00:00,2014-11-30 00:00:00,2014-11-30 00:00:00,2014-11-30 00:00:00,541712,USA,C
Digital Management Incorporated,6550 Rock Spring Dr 7th Floor,208171124,Bethesda,MD,USA,8,11440000,350,NNH12CG24T,7,0,183851.89,,122,205460001,0,USA,DC,2013-10-28 00:00:00,2013-10-28 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2013-12-31 00:00:00,541512,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13R495T,1,0,236593,,122,911098099,27,USA,CA,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-12-31 00:00:00,2013-12-31 00:00:00,2013-12-31 00:00:00,541712,USA,C
Digital Management Incorporated,6550 Rock Spring Dr 7th Floor,208171124,Bethesda,MD,USA,8,11440000,350,NNH12CG33T,7,0,513659.24,,122,208171124,8,USA,MD,2013-10-28 00:00:00,2013-10-28 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2013-12-31 00:00:00,541512,USA,C
Primus Solutions Incorporated,6303 Ivy Lane Ste 130,207706322,Greenbelt,MD,USA,5,5067042,340,NNG10FE01C,60,0,581277,GUEST,122,207710003,5,USA,MD,2013-10-28 00:00:00,2013-10-28 00:00:00,2015-05-15 00:00:00,2015-05-15 00:00:00,2015-05-15 00:00:00,541513,USA,C
L'garde Incorporated,15181 Woodlawn Ave,927806419,Tustin,CA,USA,45,3840462,15,NNM11AA54C,12,0,2698427,SOLAR SAIL,131,927806487,45,USA,CA,2013-10-28 00:00:00,2013-10-28 00:00:00,2013-12-31 00:00:00,2013-12-31 00:00:00,2013-12-31 00:00:00,541712,USA,C
Ch2m Hill Constructors Incorporated,9189 S Jamaica St,801125946,Englewood,CO,USA,4,5422800896,19020,NNM12AA28T,15,0,-13695.73,MSFC LOGISTICS SUPPORT SERVICES (MLSS),122,358120001,5,USA,AL,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-04-30 00:00:00,2013-04-30 00:00:00,,561210,USA,C
Computer Sciences Corporation,15000 Conference Center Dr,201513819,Chantilly,VA,USA,10,14,77000,NNG06WA07D,165,0,-4734.62,,122,233370001,2,USA,VA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-02-28 00:00:00,2013-02-28 00:00:00,2013-10-29 00:00:00,541330,USA,C
Nevada System Of Higher Education,204 Ross Hall Ms 325,895570001,Reno,NV,USA,2,505164992,681,NNX09AM74G,4,0,-792.15,A NEW TECHNIQUE TO ENHANCE GLOBAL GPS ACCURACY AND RESOLUTION FOR EARTH SCIENCES,120,895570001,2,USA,NV,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
Wheeling Jesuit University Incorporated,316 Washington Ave,260036295,Wheeling,WV,USA,1,34160136,318,NNX10AF54A,5,0,-611.57,,128,260036243,1,USA,WV,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,,
Johns Hopkins University,3400 N Charles St W400 Wyman Park Bldg,212182680,Baltimore,MD,USA,7,3100000000,25000,NNX09AK62G,4,0,-524.3,APPLICATION OF ADVANCED STATISTICAL CROSSMATCHING TECHNOLOGIES FOR THE HUBBLE LEGACY ARCHIVE,120,212182680,7,USA,MD,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
Woods Hole Oceanographic Institution,360 Woods Hole Rd Ms14,25431536,Woods Hole,MA,USA,9,129065760,908,NNX10AQ83G,5,0,-71.95,DECIPHERING THE NATURAL FLUORESCENCE DYNAMICS OF PHYTOPLANKTON,120,25431536,9,USA,MA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
Rmh Enterprises Incorporated,800 Compton Rd Unit 35,452313850,Cincinnati,OH,USA,2,350000,11,NNC13VF89P,1,0,-57.11,,122,452313850,2,USA,OH,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-08-21 00:00:00,2013-08-21 00:00:00,,423830,USA,D
National Instruments Corporation,11500 N Mopac Expy,787593504,Austin,TX,USA,10,1013694976,6870,NNC13VF85P,1,0,-53.84,,120,,,HUN,,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-08-09 00:00:00,2013-08-09 00:00:00,,334118,HUN,J
The Regents Of The University Of Colorado,1800 Grant St Ste 600,802031186,Denver,CO,USA,,3333,3333,NNX09AN58G,5,0,-44.61,QUANTIFYING THE SOURCES OF THE STORM TIME ELECTRODYNAMICS,120,803011233,2,USA,CO,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
President & Fellows Of Harvard College,1350 Mass Ave Ste 600,21383846,Cambridge,MA,USA,5,2000000000,14000,NNX09AJ41G,4,0,-37.62,APPLICATION OF THE GLOBAL MODELING INITIATIVE (GMI) COMBO MODEL TO HINDCASTS OF TROPOSHPERIC OZONE A,120,21383846,5,USA,MA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
"University Of California, Los Angeles",11000 Kinross Ave Ste 102,900950001,Los Angeles,CA,USA,,950000000,52000,NNX09AE31G,6,0,-18.19,,120,900951305,33,USA,CA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
The Regents Of The University Of Colorado,3100 Marine St 572 Ucb,803090001,Boulder,CO,USA,,3333,3333,NNX10AL62G,3,0,-16.6,A GLOBAL MARTIAN CRATER DATABASE COMPLETE TO 1.5-KM-DIAMETER,120,803031058,2,USA,CO,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
"University Of California, San Diego",8622 Discovery Way Rm 116,920931500,La Jolla,CA,USA,52,16000000000,124360,NNX12AQ21G,1,0,-11.71,PROPOSAL IN RESPONSE TO OPPORTUNITY EARTH SCIENCE APPLICATIONS: DISASTERS,120,920931500,52,USA,CA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,,
University Of Texas At El Paso,500 W University Ave,799680001,El Paso,TX,USA,16,196706512,3600,NNX09AP33G,4,0,-5.73,THREE-DIMENSIONAL SEMI-ANALYTIC VISCOELASTIC EARTHQUAKE MODELING AS APPLIED TO FAULTING PROCESSES ON,120,799680001,16,USA,TX,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
President & Fellows Of Harvard College,1350 Mass Ave Ste 600,21383846,Cambridge,MA,USA,5,2000000000,14000,NNX09AJ90G,4,0,-3.68,"INTEGRATED CAVITY OUTPUT SPECTROSCOPY (ICOS): A KEY APPROACH TO HDO, H218O, AND H2O OBSERVATIONS,",120,21383846,5,USA,MA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,
The Regents Of The University Of Colorado,1800 Grant St Ste 7,802031186,Denver,CO,USA,,3333,3333,NNX08AU62G,5,0,-1.25,,114,803090003,2,USA,CO,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,,
Elliott Aviation Incorporated,6601 74th Ave,612643203,Milan,IL,USA,17,101600000,360,NND13CD88W,1,0,98.3,,126,612643203,17,USA,IL,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,336413,USA,D
The Bechdon Company,300 Commerce Dr,207748746,Upper Marlboro,MD,USA,5,14000000,79,NNG09LA58D,996,0,2495,,120,207748746,5,USA,MD,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-08-17 00:00:00,2014-08-17 00:00:00,,332710,USA,C
United Technologies Corporation,400 Main St,61080968,East Hartford,CT,USA,1,5613100032,206700,NNC12TA95T,2,0,4835,ADVANCED PROPULSION TECHNOLOGY,122,61080968,1,USA,CT,2013-10-29 00:00:00,2013-10-29 00:00:00,2017-02-06 00:00:00,2017-02-06 00:00:00,,541712,USA,C
Gentech Partners Joint Venture,2 Eaton Street Suite 603,236694055,Hampton,VA,USA,3,0,0,NNL12AC31T,10,0,8445,"LANGLEY ADMINISTRATIVE, MEDIA, AND PROFESSIONAL SERVICES (LAMPS)",120,236812199,2,USA,VA,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-08-31 00:00:00,2014-08-31 00:00:00,2013-11-25 00:00:00,541611,USA,C
Matheson Tri-gas Incorporated,871 Eubanks Dr,956889360,Vacaville,CA,USA,3,14000000000,2400,NNK14PC02W,0,0,8521,,115,956889360,3,USA,CA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-12-03 00:00:00,2013-12-03 00:00:00,,325120,USA,D
United Technologies Corporation,400 Main St,61080968,East Hartford,CT,USA,1,5613100032,206700,NNC12TA96T,2,0,9959,ADVANCED PROPULSION TECHNOLOGY,122,61080968,1,USA,CT,2013-10-29 00:00:00,2013-10-29 00:00:00,2017-02-06 00:00:00,2017-02-06 00:00:00,,541712,USA,C
Chugach Federal Solutions Incorporated,3800 Centerpoint Dr Ste 601,995035821,Anchorage,AK,USA,0,23816,2,NNM13AA29T,6,0,12651.66,,122,358120001,5,USA,AL,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-02-28 00:00:00,2014-02-28 00:00:00,2014-02-28 00:00:00,561730,USA,C
Call Henry Incorporated,308 Pine St.,327963556,Titusville,FL,USA,8,21000000,400,NNC12TA03T,152,0,12994,,120,441353191,16,USA,OH,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-11-30 00:00:00,2013-11-30 00:00:00,2013-11-30 00:00:00,561210,USA,C
University Of Oklahoma,1000 Asp Ave Rm 105,730194039,Norman,OK,USA,4,538063488,3565,NNX13AK17G,2,0,16537,WIDE EXOPLANET DISCOVERY AND CHARACTERIZATION: THE SEEDS OF PLANET FORMATION AND BEYOND,120,730194039,4,USA,OK,2013-10-29 00:00:00,2013-10-29 00:00:00,2016-06-30 00:00:00,2016-06-30 00:00:00,2016-06-30 00:00:00,,,
Xerox Corporation,1301 K St Nw Ste 300w,200057012,Washington,DC,USA,0,0,0,NNG11AR22D,9,0,22674.96,,122,207710003,5,USA,MD,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-09-30 00:00:00,2016-07-01 00:00:00,,333315,USA,C
Colorado State University,601 S Howes St,805212807,Fort Collins,CO,USA,2,775000000,7500,NNX11AH05G,8,0,46922,,120,805212807,2,USA,CO,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-05-23 00:00:00,2014-05-23 00:00:00,2014-05-23 00:00:00,,,
"Interconn Resources, Llc",2000a Southbridge Pkwy Ste 330,352097722,Birmingham,AL,USA,6,25000000,13,NNK13OL88T,10,0,47452.53,,122,328990101,8,USA,FL,2013-10-29 00:00:00,2013-10-29 00:00:00,2015-04-30 00:00:00,2015-04-30 00:00:00,,211111,USA,D
Troy Company Incorporated,603 Stewart St Ste 616,981011263,Seattle,WA,USA,7,6,19,NNM14AA20D,0,0,47473.84,,122,981011263,7,USA,WA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-10-31 00:00:00,2013-10-31 00:00:00,,424720,USA,D
Agl Resources Incorporated,10 Peachtree Pl Ne,303094497,Atlanta,GA,USA,5,0,0,NNK13OR30T,1,0,52464.27,,122,328990101,8,USA,FL,2013-10-29 00:00:00,2013-10-29 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,2013-11-01 00:00:00,221210,USA,C
Valador Incorporated,560 Herndon Pkwy Ste 300,201705239,Herndon,VA,USA,11,630000,11,NNH12CE44D,8,0,62682,IPCE,122,201705239,11,USA,VA,2013-10-29 00:00:00,2013-10-29 00:00:00,2013-12-31 00:00:00,2013-12-31 00:00:00,,541611,USA,C
Honeywell Technology Solutions Incorporated,7000 Columbia Gateway Dr,210462119,Columbia,MD,USA,3,800000000,5000,NNC11TA64T,15,0,79444,,120,210462119,3,USA,MD,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-01-31 00:00:00,2014-01-31 00:00:00,2014-01-31 00:00:00,541690,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN14R001T,0,0,236591,,122,911098099,27,USA,CA,2013-10-29 00:00:00,2013-10-17 00:00:00,2015-01-17 00:00:00,2015-01-17 00:00:00,2015-01-17 00:00:00,541712,USA,C
Excalibur Associates Incorporated,8687 W 108th Ave,800216100,Westminster,CO,USA,7,17362886,104,NNM12AA08C,30,0,296296,,122,358120001,5,USA,AL,2013-10-29 00:00:00,2013-10-01 00:00:00,2014-09-30 00:00:00,2016-12-31 00:00:00,2014-01-15 00:00:00,561612,USA,C
Ball Aerospace And Technologies Corporation,1600 Commerce St,803011273,Boulder,CO,USA,2,6400000000,3150,GSFC0200002DNAS500106,241,0,578783,HW - RAPID,122,803012734,2,USA,CO,2013-10-29 00:00:00,2013-10-29 00:00:00,2017-03-06 00:00:00,2017-03-06 00:00:00,,541710,USA,D
Orbital Sciences Corporation,21839 Atlantic Blvd,201666850,Dulles,VA,USA,10,1034000000,3500,NNG11VG01D,27,0,821892,,120,201666850,10,USA,VA,2013-10-29 00:00:00,2013-10-29 00:00:00,2016-09-27 00:00:00,2016-09-27 00:00:00,2014-03-19 00:00:00,336414,USA,D
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D782T,8,0,2145858,,120,911098099,27,USA,CA,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-10-31 00:00:00,2014-10-31 00:00:00,2014-10-31 00:00:00,541712,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D846T,13,0,1.67E7,,124,911098099,27,USA,CA,2013-10-29 00:00:00,2013-10-29 00:00:00,2014-12-24 00:00:00,2014-12-24 00:00:00,2014-12-24 00:00:00,541712,USA,C
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D820T,16,0,1.89875E7,,115,911098099,27,USA,CA,2013-10-29 00:00:00,2013-10-29 00:00:00,2018-09-30 00:00:00,2018-09-30 00:00:00,2018-09-30 00:00:00,541712,USA,C
